品类组	品类	子品类	货号	评论内容	评论种类	一级分类	二级分类	三级分类
发饰	头饰	发圈	85163102	蛮好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84788705	好，值得购买	好评	外观与设计	其他外观与设计	好
发饰	头饰	发圈	81781064	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85163101	质量好，很好看	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85163101	质量好，很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发束	81864165	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发束	84276802	不错，可爱	好评	外观与设计	款式设计	可爱
发饰	头饰	发圈	84664605	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发束	81864159	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84664806	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	80989743	东西很好	好评	外观与设计	其他外观与设计	好
发饰	头饰	发圈	84847702	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85233301	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发束	85224508	好看！	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	76752819	方便好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	橡巾	77544749	好看，送我妈的	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84813605	用了两三次开胶了，那个电话圈都露出来了	差评	工艺与做工	粘合或结构牢固性	开胶
发饰	头饰	橡巾	85151512	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发圈	85162104	简单、时尚、百搭	中评	外观与设计	款式设计	款式一般或普通
发饰	头饰	发圈	85162104	简单、时尚、百搭	好评	外观与设计	款式设计	潮流时尚或有设计感
发饰	头饰	发圈	85162104	简单、时尚、百搭	好评	外观与设计	款式设计	百搭
发饰	头饰	发圈	84788703	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84788704	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84788705	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84789401	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84789402	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84216206	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84897002	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84847703	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85050803	好看喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84474302	挺好的，孩子很喜欢	好评	外观与设计	其他外观与设计	喜欢
发饰	头饰	橡巾	80771702	买了两个   第二天拿出来带一个是坏的	差评	工艺与做工	细节质量	残次品
发饰	头饰	发圈	85011301	很差的质量	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	头饰	发圈	84586403	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	82301608	弹性没有很好	差评	功能与效果	弹性	没弹性或弹性差
发饰	头饰	发束	85018502	非常差，寄的商品是烂的，也不处理，最好不要买，后台是摆设	差评	工艺与做工	细节质量	残次品
发饰	头饰	发圈	84997301	非常差的商品	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	头饰	发圈	85011301	非常差的质量，	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	头饰	发圈	85011502	特别差，质量也很不好，不能晒图片，差，买了就后悔	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	头饰	发束	84583202	好可爱	好评	外观与设计	款式设计	可爱
发饰	头饰	发圈	85185601	用两次就断了。太差了，还没有块把钱的头绳好用	差评	工艺与做工	粘合或结构牢固性	断裂
发饰	头饰	发束	84258101	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发束	84258102	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	橡巾	39577301	质量很好，不容易断	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85092001	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85092002	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85232704	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85154003	这个价格也不便宜吧  破了两个大洞 气死人	差评	材质与成分	原材料质量	破洞
发饰	头饰	发圈	85260716	很不错，质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85107701	好看一点	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发束	85214201	女朋友很喜欢	好评	外观与设计	其他外观与设计	喜欢
发饰	头饰	发圈	85376002	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85396501	很百搭质量很不错值得购买	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	橡巾	77544749	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85163301	超级漂亮，物流也很快	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	77000101	容易断 断了一根	差评	工艺与做工	粘合或结构牢固性	断裂
发饰	头饰	橡巾	84945706	很喜欢 质量很好  价格实惠	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	橡巾	83599005	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84665824	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	77544749	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	85151140	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	橡巾	85151513	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发圈	84665808	很实用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发圈	85137003	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	76752826	很实用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发圈	85137003	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85137004	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85185702	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85185703	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85376002	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85260716	好看 很喜欢和我的衣服很搭	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	82301653	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85108202	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85117507	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	76752829	一拽接口就开掉了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
发饰	头饰	发圈	851543	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	75276126	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	橡巾	75276135	很可爱	好评	外观与设计	款式设计	可爱
发饰	头饰	发圈	84665813	大小刚刚好很洋气	好评	外观与设计	版型或尺寸	合身
发饰	头饰	发圈	84665813	大小刚刚好很洋气	好评	外观与设计	款式设计	潮流时尚或有设计感
发饰	头饰	发圈	84181912	还蛮喜欢	好评	外观与设计	其他外观与设计	喜欢
发饰	头饰	发圈	85176602	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	橡巾	82301655	好用	好评	功能与效果	其他功能与效果反馈	实用
发饰	头饰	发圈	84238421	鸭子发圈不好看！头上和尾巴的毛，图片看不出来，实物真的不好看！太丑了我的天，原本以为是可爱的，结果是炸毛鸭	差评	外观与设计	款式设计	不好看或丑
发饰	头饰	发圈	84238421	鸭子发圈不好看！头上和尾巴的毛，图片看不出来，实物真的不好看！太丑了我的天，原本以为是可爱的，结果是炸毛鸭	差评	外观与设计	款式设计	不好看或丑
发饰	头饰	发圈	84919502	好商品	好评	外观与设计	其他外观与设计	好
发饰	头饰	发带	84361201	内部是破的	差评	工艺与做工	细节质量	残次品
发饰	头饰	橡巾	83520703	非常合适	好评	外观与设计	版型或尺寸	合身
发饰	头饰	发圈	85117502	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	851543	好′看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85260714	做工非常的细致，质感很好，质量也很不错，弹性太好了，每次扎丸子头都很成功。非常喜欢	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85260714	做工非常的细致，质感很好，质量也很不错，弹性太好了，每次扎丸子头都很成功。非常喜欢	好评	材质与成分	材质质感或成分	质感好
发饰	头饰	发圈	85260714	做工非常的细致，质感很好，质量也很不错，弹性太好了，每次扎丸子头都很成功。非常喜欢	好评	功能与效果	弹性	弹性好
发饰	头饰	发束	83695611	产品质量：差劲，用不到一个星期就这样，一次差劲的购物，	差评	工艺与做工	其他工艺与做工	质量或做工差
发饰	头饰	发圈	85154003	很大一个	中评	外观与设计	版型或尺寸	版型或尺码大
发饰	头饰	橡巾	83809201	多次回购，品质好	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85260709	颜色很难看，想换货结果没有运费险	差评	外观与设计	颜色设计	颜色丑
发饰	头饰	发束	84799903	很精致的头花  很喜欢 多数饰品都是三福的	好评	外观与设计	款式设计	精美
发饰	头饰	发束	84799903	很精致的头花  很喜欢 多数饰品都是三福的	好评	外观与设计	其他外观与设计	喜欢
发饰	头饰	发圈	85260702	还不错吧，有2个，在店里看过了～	中评	外观与设计	其他外观与设计	不错
发饰	头饰	发圈	85260705	非常好 做工细节：很好，很合适，在店里看的， 材质质感：满意 佩戴效果：好看	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85260705	非常好 做工细节：很好，很合适，在店里看的， 材质质感：满意 佩戴效果：好看	好评	材质与成分	材质质感或成分	质感好
发饰	头饰	发圈	85260705	非常好 做工细节：很好，很合适，在店里看的， 材质质感：满意 佩戴效果：好看	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	85088403	质量很好非常喜欢百搭 特别米带头上	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85088403	质量很好非常喜欢百搭 特别米带头上	好评	外观与设计	款式设计	百搭
发饰	头饰	发圈	84696802	很好看，有俩个这两个还是不一样的图案，比线下便宜	好评	外观与设计	款式设计	好看漂亮或款式满意
发饰	头饰	发圈	84696802	很好看，有俩个这两个还是不一样的图案，比线下便宜	好评	外观与设计	印花或图案设计	图案好看
发饰	头饰	发圈	85154402	照片照的太亮了，实际上是很美的酒红色。一眼就看上了。过年给孩子带。	好评	外观与设计	颜色设计	颜色好看
发饰	头饰	发圈	85260711	质量很好，很好搭衣服，是三福的正品，材质不错，网购比较便宜一点点，质量跟店里的一模一样。不错	好评	工艺与做工	其他工艺与做工	质量或做工好
发饰	头饰	发圈	85260711	质量很好，很好搭衣服，是三福的正品，材质不错，网购比较便宜一点点，质量跟店里的一模一样。不错	好评	材质与成分	材质质感或成分	材质好或材质高级
发饰	头饰	发圈	84704307	很不错，时尚简约，推荐购买	好评	外观与设计	款式设计	潮流时尚或有设计感
发饰	头饰	发圈	85107801	弹性差	差评	功能与效果	弹性	没弹性或弹性差
发饰	头饰	发圈	84825404	好看好看好看，在实体店看中网上就来下单了	好评	外观与设计	款式设计	好看漂亮或款式满意
